MOVIE_NUM,STIM_NUM,MOVIE_NAME,SCALE_FACTOR,OPEN_SCREEN,CLOSE_SCREEN,END_ISI
175,175,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity2tan_075_audVid.avi,,1472072804.6099,1472072805.2,1472072806.2085
176,176,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity3tan_025_audOnly.avi,,1472072806.209,1472072806.7875,1472072807.7964
177,177,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity5rad_025_visOnly.avi,,1472072807.7969,1472072808.386,1472072809.3954
178,178,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity1rad_025_visOnly.avi,,1472072809.3963,1472072809.9857,1472072810.995
179,179,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/Average_audOnly_noisy.avi,,1472072810.9957,1472072811.545,1472072812.5552
180,180,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity7rad_100_audVid.avi,,1472072812.5559,1472072813.1182,1472072814.1271
181,181,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity1rad_075_audOnly.avi,,1472072814.1279,1472072814.7167,1472072815.7282
182,182,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity6rad_100_audVid.avi,,1472072815.7288,1472072816.3164,1472072817.326
183,183,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity7tan_075_audVid.avi,,1472072817.3265,1472072817.8761,1472072818.8851
184,184,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity3tan_025_visOnly.avi,,1472072818.8858,1472072819.4753,1472072820.4844
185,185,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity7tan_025_visOnly.avi,,1472072820.485,1472072821.0623,1472072822.0705
186,186,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity7tan_025_audVid.avi,,1472072822.0711,1472072822.6475,1472072823.6582
187,187,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity4rad_025_audVid.avi,,1472072823.6588,1472072824.2068,1472072825.2163
188,188,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity1rad_050_audOnly.avi,,1472072825.2168,1472072825.7937,1472072826.8022
189,189,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity8tan_025_audOnly.avi,,1472072826.8027,1472072827.3523,1472072828.3616
190,190,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity4rad_100_visOnly.avi,,1472072828.3623,1472072828.9386,1472072829.9477
191,191,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity6rad_100_audVid_noisy.avi,,1472072829.9482,1472072830.4847,1472072831.4937
192,192,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity4tan_025_audVid.avi,,1472072831.4942,1472072832.0841,1472072833.0933
193,193,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity2rad_100_audVid.avi,,1472072833.0938,1472072833.6434,1472072834.6542
194,194,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity6tan_075_audVid.avi,,1472072834.6548,1472072835.2569,1472072836.2654
195,195,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity8rad_100_visOnly_noisy.avi,,1472072836.2659,1472072836.8421,1472072837.8516
196,196,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity7rad_025_audOnly.avi,,1472072837.8521,1472072838.4165,1472072839.4243
197,197,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity1tan_025_audOnly.avi,,1472072839.4249,1472072840.0147,1472072841.0237
198,198,/home/presentation1/Desktop/Experiment_Files/Jones/Jones_StimSet/identity4rad_025_visOnly.avi,,1472072841.0242,1472072841.6139,1472072842.6243
